d18o,sss,lat,lon,depth,ref,temp,region,type, 
0.89,35.874,11.99,-23.083,5,PIRATA31,23.796,Atlantic Ocean,primary,
0.89,35.95,14.02,-23.83,4,PIRATA25,22.88,Atlantic Ocean,primary,
0.89,35.87,40.82,-19.51,3,RaRaAvi,17.85,Atlantic Ocean,primary,
0.9,36.37,-26.47,-38,20,Pierre et al (1991),23.2,Atlantic Ocean,primary,
0.9,35.974,-8,-10,5,EGEE-2,23.807,Atlantic Ocean,primary,
0.9,36.116,-6,-10,1,EGEE-5,26.4,Atlantic Ocean,primary,
0.9,35.547,-4.4,4.02,4,PIRATA25,28.89,Atlantic Ocean,primary,
0.9,35.541,-1,-10,3,PIRATA31,27.173,Atlantic Ocean,primary,
0.9,35.46,0,0,20.2,EGEE-6,26.02,Atlantic Ocean,primary,
0.9,35.054,0,-5.99,5,PIRATA24,28.24,Atlantic Ocean,primary,
0.9,34.35,0,-4,5,PIRATA24,29.46,Atlantic Ocean,primary,
0.9,35.113,0,-20.036,5,PIRATA31,28.85,Atlantic Ocean,primary,
0.9,35.715,0.04,-9.93,1,EGEE-5,23.61,Atlantic Ocean,primary,
0.9,35.079,1,2.83,5,EGEE-1,26.79,Atlantic Ocean,primary,
0.9,34.67,1,-4,5,PIRATA24,29.31,Atlantic Ocean,primary,
0.9,34.754,1,-10,4.4,PIRATA31,29.145,Atlantic Ocean,primary,
0.9,34.69,1.97,-4,5,PIRATA24,29.63,Atlantic Ocean,primary,
0.9,35.043,3.33,-4.95,5,EGEE-1,27.33,Atlantic Ocean,primary,
0.9,34.59,4.967,-15.166,5,PIRATA31,29.649,Atlantic Ocean,primary,
0.9,35.734,10.02,-23,4,PIRATA25,24.28,Atlantic Ocean,primary,
0.9,36.02,10.57,-24.23,8,SanLor,-99.999,Atlantic Ocean,primary,
0.9,35.37,15,-53.94,4,GEOSECS Ostlund et al (1,27.82,Atlantic Ocean,primary,
0.9,35.9,17.6,-67.1,5,Watanabe et al (2001),**,Atlantic Ocean,primary,
0.9,36.27,20.53,-18.57,10,(H+0.14),18.29,Atlantic Ocean,primary,
0.9,36.163,37.501,-25.998,4,Thalass,22.75,Atlantic Ocean,primary,
0.9,36.011,40.788,-13.101,4.6,Ovide2021,17.425,Atlantic Ocean,primary,
0.91,36.41,-27,-37.02,13,GEOSECS Ostlund et al (1,21.83,Atlantic Ocean,primary,
0.91,35.992,-23.3,-42.583,10,CAPSANL,99.999,Atlantic Ocean,primary,
0.91,36.443,-8.88,-2.07,4,PIRATA25,27.71,Atlantic Ocean,primary,
0.91,35.4,-6.05,-6.03,5,EGEE-5,25.95,Atlantic Ocean,primary,
0.91,36.105,-6,-10,10,EGEE-5,26.398,Atlantic Ocean,primary,
0.91,35.898,-4.02,-4.05,5,EGEE-1,24.81,Atlantic Ocean,primary,
0.91,35.63,-4,-10.01,5,EGEE-5,25.27,Atlantic Ocean,primary,
0.91,35.86,-1,2.33,5,EGEE-5,25.5,Atlantic Ocean,primary,
0.91,35.495,-1,-23,3.1,PIRATA31,28.412,Atlantic Ocean,primary,
0.91,35.415,0.012,0.006,20.2,EGEE-3,26.26,Atlantic Ocean,primary,
0.91,35.17,2,6,5,EGEE-6,26.42,Atlantic Ocean,primary,
0.91,35.525,2,-23,3.3,PIRATA31,28.48,Atlantic Ocean,primary,
0.91,35.53,2.02,-8.68,5,EGEE-6,27.15,Atlantic Ocean,primary,
0.91,35.381,2.02,-23,4,PIRATA25,28.86,Atlantic Ocean,primary,
0.91,35.098,2.5,-7,5,EGEE-1,27.3,Atlantic Ocean,primary,
0.91,34.08,3.68,6,5,EGEE-3,28.3,Atlantic Ocean,primary,
0.91,35.381,4.53,-26.92,8,SanLor,-99.999,Atlantic Ocean,primary,
0.91,35.509,10.597,-50.813,2,TARA,29.28,Atlantic Ocean,primary,
0.91,36.016,15,-24.42,4,PIRATA25,22.81,Atlantic Ocean,primary,
0.91,35.59,16.42,-62.45,6,S. Mulitza (pers. comm.),27.22,Atlantic Ocean,primary,
0.91,36.16,20.22,-20.32,3,RaRaAvi,18.04,Atlantic Ocean,primary,
0.91,36.23,40.28,-61.88,1,Tan and Strain (1980/3/5,25.6,Atlantic Ocean,primary,
0.91,36.25,40.5,-61.78,20,Tan and Strain (1980/3/5,25.3,Atlantic Ocean,primary,
0.92,36.15,-9.958,-9.964,20.2,EGEE-2,23.422,Atlantic Ocean,primary,
0.92,35.844,-4,-10,3,PIRATA31,27.923,Atlantic Ocean,primary,
0.92,35.585,-0.002,-9.997,2,EGEE-3,26.66,Atlantic Ocean,primary,
0.92,35.799,0,-12,5,PIRATA22,28.34,Atlantic Ocean,primary,
0.92,35.638,0.026,-0.048,2,EGEE-2,25.797,Atlantic Ocean,primary,
0.92,34.71,1.97,0.78,5,EGEE-5,28.22,Atlantic Ocean,primary,
0.92,35.312,1.99,-22.25,5,PIRATA24,28.93,Atlantic Ocean,primary,
0.92,34.49,2.19,2.9,5,PIRATA22,29.44,Atlantic Ocean,primary,
0.92,36.37,2.773,-27.556,3,ULTIM3,28.2,Atlantic Ocean,primary,
0.92,35.872,10.55,-59.22,5,Eurec4a,27.37,Atlantic Ocean,primary,
0.92,35.95,12,-45,0,Craig and Gordon (1965),**,Atlantic Ocean,primary,
0.92,36.37,18.55,-20.93,20,(H+0.14),19.96,Atlantic Ocean,primary,
0.92,36.318,40.786,-13.098,4.9,Ovide2010,18.01,Atlantic Ocean,primary,
0.92,36.318,36.48,-8.52,5,COLIBRI,-99.999,Atlantic Ocean,primary,
0.93,36.15,-9.958,-9.964,10,EGEE-2,23.412,Atlantic Ocean,primary,
0.93,35.949,-5.999,-10,10,EGEE-2,23.566,Atlantic Ocean,primary,
0.93,35.38,-5,-4,5,PIRATA24,27.81,Atlantic Ocean,primary,
0.93,35.38,-5,-4,5,PIRATA24,27.81,Atlantic Ocean,primary,
0.93,35.589,-0.002,-9.997,20.2,EGEE-3,26.64,Atlantic Ocean,primary,
0.93,35.751,0,-10,20.2,EGEE-6,24.454,Atlantic Ocean,primary,
0.93,35.884,0,-23,3,PIRATA31,28.262,Atlantic Ocean,primary,
0.93,35.432,2,-2,5,EGEE-2,24.747,Atlantic Ocean,primary,
0.93,35.058,3,2.83,5,EGEE-1,26.55,Atlantic Ocean,primary,
0.93,34.643,3.02,-4,5,PIRATA24,29.93,Atlantic Ocean,primary,
0.93,34.902,4,-5.92,5,PIRATA24,30.03,Atlantic Ocean,primary,
0.93,35.97,11.75,-61.42,20,S. Mulitza (pers. comm.),26.58,Atlantic Ocean,primary,
0.93,36.205,40.333,-11.341,7.6,Ovide2010,18.098,Atlantic Ocean,primary,
0.94,36.15,-26.47,-38,8,Pierre et al (1991),23.52,Atlantic Ocean,primary,
0.94,36.699,-19.98,-9.96,20.1,PIRATA,25.497,Atlantic Ocean,primary,
0.94,36.503,-17.99,-9.971,5,PIRATA31,25.316,Atlantic Ocean,primary,
0.94,35.926,-7,-10,5,EGEE-2,23.693,Atlantic Ocean,primary,
0.94,35.533,-6.03,7.97,20.2,PIRATA25,29.01,Atlantic Ocean,primary,
0.94,36.061,-6.001,-9.989,10,EGEE-3,27.39,Atlantic Ocean,primary,
0.94,35.344,-6,0,5,PIRATA24,28.2,Atlantic Ocean,primary,
0.94,35.78,-4.95,-10,4,PIRATA25,28.43,Atlantic Ocean,primary,
0.94,35.662,-2,-2,5,EGEE-2,23.3,Atlantic Ocean,primary,
0.94,35.773,-2,-10,3.1,PIRATA31,27.86,Atlantic Ocean,primary,
0.94,35.583,-2,-23,4.9,PIRATA31,28.934,Atlantic Ocean,primary,
0.94,34.848,0.02,-7.95,4,PIRATA25,29.07,Atlantic Ocean,primary,
0.94,35.38,1,2.51,5,EGEE-6,26.76,Atlantic Ocean,primary,
0.94,34.89,1.02,-10.01,5,EGEE-3,27.8,Atlantic Ocean,primary,
0.94,35.728,2.3,-29.28,8,SanLor,27.526,Atlantic Ocean,primary,
0.94,34.764,3,-27.54,10,CAPSANL,99.999,Atlantic Ocean,primary,
0.94,34.747,3.66,-1.08,5,PIRATA22,29.547,Atlantic Ocean,primary,
0.94,34.98,3.97,-21.48,5,PIRATA24,28.76,Atlantic Ocean,primary,
0.94,35.753,9.83,-18.72,4,PIRATA25,25.14,Atlantic Ocean,primary,
0.94,35.944,10.56,-59.12,5,Eurec4a,27.26,Atlantic Ocean,primary,
0.94,35.585,10.6,-57.3,25,Eurec4a,27.458,Atlantic Ocean,primary,
0.94,35.78,10.98,-20.52,3,GEOSECS Ostlund et al (1,24.11,Atlantic Ocean,primary,
0.94,35.889,10.997,-20.952,5,PIRATA31,23.354,Atlantic Ocean,primary,
0.94,35.519,11.46,-58.46,5,Eurec4a,27.6,Atlantic Ocean,primary,
0.94,35.881,11.6,-58.74,5,Eurec4a,27.09,Atlantic Ocean,primary,
0.94,35.782,12.36,-58.58,5,Eurec4a,27.08,Atlantic Ocean,primary,
0.94,35.7,31,-81.5,0,Epstein and Mayeda (1953,**,Atlantic Ocean,primary,
0.94,36.01,40.1,-20.91,3,RaRaAvi,18.54,Atlantic Ocean,primary,
0.94,36.56,35,-8,0,Craig and Gordon (1965),**,Atlantic Ocean,primary,
0.94,36.3,36.17,-7.49,10,RAGNAR,99.999,Atlantic Ocean,primary,
0.95,36.334,-6.024,-6.023,5,PIRATA31,27.74,Atlantic Ocean,primary,
0.95,36.121,-6,-10,19.2,EGEE-5,26.402,Atlantic Ocean,primary,
0.95,35.571,-2.93,-10,4,PIRATA25,28.63,Atlantic Ocean,primary,
0.95,35.97,-2,8,5,EGEE-5,25.34,Atlantic Ocean,primary,
0.95,35.611,0,-12.02,4,PIRATA25,29,Atlantic Ocean,primary,
0.95,35.913,0.058,-9.936,20.2,EGEE-2,24.082,Atlantic Ocean,primary,
0.95,35.833,1,-23,3.1,PIRATA31,27.831,Atlantic Ocean,primary,
0.95,35.155,1.985,-22.247,5,PIRATA22,28.24,Atlantic Ocean,primary,
0.95,34.54,2,2.83,5,EGEE-3,27.7,Atlantic Ocean,primary,
0.95,34.661,2.02,-9.15,5,PIRATA24,29.51,Atlantic Ocean,primary,
0.95,35.724,12.34,-58.9,5,Eurec4a,27.16,Atlantic Ocean,primary,
0.95,35.78,16.14,-20.84,10,CAPSANL,99.999,Atlantic Ocean,primary,
0.96,36.532,-21.81,-40.31,10,CAPSANL,99.999,Atlantic Ocean,primary,
0.96,36.72,-14.35,-12.223,3,ULTIM3,22.8,Atlantic Ocean,primary,
0.96,36.36,-7.98,-7.98,5,PIRATA31,27.37,Atlantic Ocean,primary,
0.96,35.388,-6,5.98,5,PIRATA24,28.07,Atlantic Ocean,primary,
0.96,35.36,-3.01,-10.01,5,EGEE-5,24.87,Atlantic Ocean,primary,
0.96,35.581,-1.331,-21.998,5,PIRATA31,28.387,Atlantic Ocean,primary,
0.96,35.131,0,2.17,5,EGEE-1,26.03,Atlantic Ocean,primary,
0.96,35.874,0,0,19.2,EGEE-5,23.584,Atlantic Ocean,primary,
0.96,37.851,0,-20,5,PIRATA22,27.81,Atlantic Ocean,primary,
0.96,35.668,0,-16,5,PIRATA22,27.58,Atlantic Ocean,primary,
0.96,34.99,3.9,-3.98,5,PIRATA24,29.65,Atlantic Ocean,primary,
0.96,35.668,8.983,-20,3,PIRATA31,25.524,Atlantic Ocean,primary,
0.96,35.428,11.467,-45.783,6,COLIBRI,99.999,Atlantic Ocean,primary,
0.96,35.44,11.9,-58.73,3,Eurec4a,27.627,Atlantic Ocean,primary,
0.96,35.95,12.03,-50.99,15,GEOSECS Ostlund et al (1,27.83,Atlantic Ocean,primary,
0.96,35.732,13.09,-59.78,5,Eurec4a,27.03,Atlantic Ocean,primary,
0.96,35.971,15.05,-21.183,10,CAPSANL,99.999,Atlantic Ocean,primary,
0.96,36.23,17.006,-22.982,5,PIRATA31,22.075,Atlantic Ocean,primary,
0.96,36.27,20.53,-18.57,20,(H+0.14),18.29,Atlantic Ocean,primary,
0.96,36.08,39.38,-22.24,3,RaRaAvi,18.81,Atlantic Ocean,primary,
0.97,36.532,-9.99,-9.96,20.2,EGEE-3,26.09,Atlantic Ocean,primary,
0.97,36.391,-8.95,-10,4,PIRATA25,27.63,Atlantic Ocean,primary,
0.97,36,-8.001,-10.001,5,EGEE-3,27.1,Atlantic Ocean,primary,
0.97,36.278,-8,-10,5,EGEE-1,26.25,Atlantic Ocean,primary,
0.97,36.062,-6.001,-9.989,20.2,EGEE-3,27.39,Atlantic Ocean,primary,
0.97,36.102,-6,-10,2,EGEE-4,24.746,Atlantic Ocean,primary,
0.97,34.52,-0.94,2.83,5,EGEE-3,27,Atlantic Ocean,primary,
0.97,36.042,0.03,-10,2,PIRATA,27.723,Atlantic Ocean,primary,
0.97,36.041,0.03,-10,20,PIRATA,27.553,Atlantic Ocean,primary,
0.97,34.858,4.05,-2.03,5,PIRATA22,29.55,Atlantic Ocean,primary,
0.97,36.116,10.08,-57.48,5,Eurec4a,27.36,Atlantic Ocean,primary,
0.97,35.363,10.58,-57.75,5,Eurec4a,27.26,Atlantic Ocean,primary,
0.97,35.996,11.34,-59,5,Eurec4a,27.17,Atlantic Ocean,primary,
0.97,35.97,11.75,-61.42,14,S. Mulitza (pers. comm.),26.59,Atlantic Ocean,primary,
0.97,35.271,12.08,-58.83,5,Eurec4a,27.36,Atlantic Ocean,primary,
0.97,36.115,15.976,-23.193,5,PIRATA31,23.054,Atlantic Ocean,primary,
0.97,36.052,16.02,-24.72,4,PIRATA25,22.06,Atlantic Ocean,primary,
0.97,36.29,18.42,-21.22,20,(H+0.14),20.9,Atlantic Ocean,primary,
0.97,36.734,32.11,-10.38,10,CAPSANL,99.999,Atlantic Ocean,primary,
0.98,36.74,-12,2,3,GEOSECS Ostlund et al (1,25.4,Atlantic Ocean,primary,
0.98,36.261,-8,-10,3.5,PIRATA31,27.476,Atlantic Ocean,primary,
0.98,36.32,-7.95,-8.25,5,PIRATA22,27.44,Atlantic Ocean,primary,
0.98,36.244,-6.03,-9.98,10,PIRATA25,28.27,Atlantic Ocean,primary,
0.98,36.322,-6,-10,3.3,PIRATA31,27.478,Atlantic Ocean,primary,
0.98,36.321,-6,-10,20.2,PIRATA31,27.484,Atlantic Ocean,primary,
0.98,35.1,-5.01,2.34,5,EGEE-5,26.6,Atlantic Ocean,primary,
0.98,35.54,-5,-10.05,5,EGEE-5,26.05,Atlantic Ocean,primary,
0.98,35.54,-5,-10.05,5,EGEE-5,26.05,Atlantic Ocean,primary,
0.98,35.621,0,-10,2,EGEE-4,25.76,Atlantic Ocean,primary,
0.98,35.3,0,4.25,5,EGEE-6,26.57,Atlantic Ocean,primary,
0.98,35.992,0,-16,5,PIRATA22,27.59,Atlantic Ocean,primary,
0.98,35.555,0,-7.98,5,PIRATA24,28.04,Atlantic Ocean,primary,
0.98,35.645,0.026,-0.048,10,EGEE-2,99.999,Atlantic Ocean,primary,
0.98,36.18,4.03,-23,4,PIRATA25,27.63,Atlantic Ocean,primary,
0.98,35.97,11.75,-61.42,7,S. Mulitza (pers. comm.),26.59,Atlantic Ocean,primary,
0.98,35.723,13.11,-59.8,5,Eurec4a,27.12,Atlantic Ocean,primary,
0.98,35.753,14.14,-60.32,5,Eurec4a,27.15,Atlantic Ocean,primary,
0.98,36.594,36.31,-7.95,5,COLIBRI,-99.999,Atlantic Ocean,primary,
0.99,35.402,-6,2,5,PIRATA24,27.66,Atlantic Ocean,primary,
0.99,36.247,-5.1,-33.28,8,SanLor,28.95,Atlantic Ocean,primary,
0.99,35.938,-2.02,-20.39,5,PIRATA24,29.08,Atlantic Ocean,primary,
0.99,35.393,-1.98,-10,4,PIRATA25,28.99,Atlantic Ocean,primary,
0.99,34.01,0,6,5,EGEE-3,27.2,Atlantic Ocean,primary,
0.99,35.464,0,0,5,EGEE-6,26.295,Atlantic Ocean,primary,
0.99,35,0.03,-9.88,4,PIRATA25,28.5,Atlantic Ocean,primary,
0.99,35.238,1.98,-11.58,4,PIRATA25,29.09,Atlantic Ocean,primary,
0.99,34.43,3.01,2.84,5,EGEE-3,27.7,Atlantic Ocean,primary,
0.99,35.625,3.98,-13.38,4,PIRATA25,29.55,Atlantic Ocean,primary,
0.99,35.179,6.982,-17.614,5,PIRATA31,28.771,Atlantic Ocean,primary,
0.99,36.18,37.7,-25.15,3,RaRaAvi,19.41,Atlantic Ocean,primary,
0.99,36.6,36.483,-9.1,10,CAPSANL,99.999,Atlantic Ocean,primary,
1,35.819,-7,-10,5,EGEE-1,26.24,Atlantic Ocean,primary,
1,36.244,-6.03,-9.98,4,PIRATA25,28.27,Atlantic Ocean,primary,
1,36.06,-3,2.82,5,EGEE-3,24.9,Atlantic Ocean,primary,
1,36.01,-0.99,2.76,5,EGEE-3,25,Atlantic Ocean,primary,
1,35.05,0,2.34,5,EGEE-5,26.84,Atlantic Ocean,primary,
1,36.021,0,-14,5,PIRATA22,27.46,Atlantic Ocean,primary,
1,35.69,0.04,-9.87,5,PIRATA24,28.08,Atlantic Ocean,primary,
1,34.97,1,-10.02,5,EGEE-5,26.37,Atlantic Ocean,primary,
1,36.094,5,-23,4,PIRATA25,26.7,Atlantic Ocean,primary,
1,35.809,10.028,-23,5,PIRATA31,25.244,Atlantic Ocean,primary,
1,35.894,10.14,-57.46,5,Eurec4a,27.56,Atlantic Ocean,primary,
1,35.98,11.75,-61.42,25,S. Mulitza (pers. comm.),26.51,Atlantic Ocean,primary,
1,35.454,11.9,-58.73,25,Eurec4a,27.476,Atlantic Ocean,primary,
1,35.759,12.34,-45.6,6,TOUCAN,99.999,Atlantic Ocean,primary,
1,36.066,13.007,-23.218,5,PIRATA31,23.367,Atlantic Ocean,primary,
1,35.812,13.51,-60.03,5,Eurec4a,27.09,Atlantic Ocean,primary,
1,36.001,14.573,-23.454,5,PIRATA31,24.548,Atlantic Ocean,primary,
1,36.235,25.45,-15.54,10,CAPSANL,99.999,Atlantic Ocean,primary,
1,36.52,33.63,-9.75,0,Craig and Gordon (1965),**,Atlantic Ocean,primary,
1,36.84,35.633,-19.59,3,ULTIM3,19.2,Atlantic Ocean,primary,
1,36.26,37.1,-10.92,3,RaRaAvi,15.57,Atlantic Ocean,primary,
1,36.492,35.85,-5.533,10,CAPSANL,99.999,Atlantic Ocean,primary,
1.01,36.657,-17.01,-10,5,PIRATA,25.515,Atlantic Ocean,primary,
1.01,36.784,-14.02,-4.94,5,PIRATA,26.62,Atlantic Ocean,primary,
1.01,36.459,-10,-10,19.6,PIRATA31,26.602,Atlantic Ocean,primary,
1.01,36.393,-6.03,-10,2,PIRATA,28.527,Atlantic Ocean,primary,
1.01,36.244,-6.03,-9.98,4,PIRATA25,28.27,Atlantic Ocean,primary,
1.01,35.8,-2.01,2.32,5,EGEE-5,25.31,Atlantic Ocean,primary,
1.01,36.188,-1.5,-29.383,10,CAPSANL,99.999,Atlantic Ocean,primary,
1.01,35.888,11.003,-23,5,PIRATA31,24.879,Atlantic Ocean,primary,
1.01,36.179,11.18,-57.25,5,Eurec4a,27.35,Atlantic Ocean,primary,
1.01,35.984,12.54,-58.28,5,Eurec4a,26.98,Atlantic Ocean,primary,
1.01,36.058,13.988,-23.365,5,PIRATA31,24.158,Atlantic Ocean,primary,
1.01,36.07,16.91,-79.39,2,S. Mulitza (pers. comm.),27.58,Atlantic Ocean,primary,
1.01,35.4,32,-64,0,Epstein and Mayeda (1953,**,Atlantic Ocean,primary,
1.01,36.548,36.267,-8.067,6,TOUCAN,99.999,Atlantic Ocean,primary,
1.02,36.459,-10,-10,3.2,PIRATA31,26.594,Atlantic Ocean,primary,
1.02,36.528,-9.9,-9.81,25,PIRATA,28.019,Atlantic Ocean,primary,
1.02,36.28,-7.93,-28.2,2,GEOSECS Ostlund et al (1,26.11,Atlantic Ocean,primary,
1.02,36.34,-6.03,-33,8,SanLor,28.53,Atlantic Ocean,primary,
1.02,35.75,-5.97,-5.95,5,EGEE-3,26.8,Atlantic Ocean,primary,
1.02,36.285,-1.65,-29.67,8,SanLor,26.762,Atlantic Ocean,primary,
1.02,35.2,-0.01,-5.03,5,EGEE-3,27.1,Atlantic Ocean,primary,
1.02,34.973,0.65,-8,5,PIRATA24,28.62,Atlantic Ocean,primary,
1.02,35.747,13.06,-59.35,5,Eurec4a,27.04,Atlantic Ocean,primary,
1.02,36.8,21.18,-21.77,16,GEOSECS Ostlund et al (1,19.97,Atlantic Ocean,primary,
1.02,36.626,28.95,-12.91,10,CAPSANL,99.999,Atlantic Ocean,primary,
1.02,36.643,35.19,-7.24,10,CAPSANL,99.999,Atlantic Ocean,primary,
1.03,36.52,-11.019,-9.981,5,PIRATA31,26.38,Atlantic Ocean,primary,
1.03,35.66,-5.03,0,5,EGEE-6,23.78,Atlantic Ocean,primary,
1.03,35.66,-4.995,-9.999,5,EGEE-3,27.6,Atlantic Ocean,primary,
1.03,35.56,-3,2.33,5,EGEE-5,25.65,Atlantic Ocean,primary,
1.03,36.118,0,-23,2,PIRATA,28.11,Atlantic Ocean,primary,
1.03,34.48,1.01,2.34,5,EGEE-5,27.42,Atlantic Ocean,primary,
1.03,34.597,1.3,-6.07,5,PIRATA24,29.44,Atlantic Ocean,primary,
1.03,34.681,1.97,-4.03,5,PIRATA24,29.63,Atlantic Ocean,primary,
1.03,35.772,9.644,-23.002,5,PIRATA31,26.1,Atlantic Ocean,primary,
1.03,35.813,10.06,-58.4,5,Eurec4a,27.31,Atlantic Ocean,primary,
1.03,35.749,13.18,-59.41,5,Eurec4a,26.98,Atlantic Ocean,primary,
1.03,36.16,16.57,-77.7,3,S. Mulitza (pers. comm.),27.14,Atlantic Ocean,primary,
1.03,36.6,18.761,-22.548,5,PIRATA31,21.364,Atlantic Ocean,primary,
1.03,35.97,21,-54,13,GEOSECS Ostlund et al (1,27.21,Atlantic Ocean,primary,
1.03,36.668,34.667,-7.65,10,CAPSANL,99.999,Atlantic Ocean,primary,
1.03,36.537,37.21,-25.512,6,TOUCAN,-99.999,Atlantic Ocean,primary,
1.03,36.514,36.617,-8.683,10,CAPSANL,99.999,Atlantic Ocean,primary,
1.04,36.149,-9.958,-9.964,2,EGEE-2,23.406,Atlantic Ocean,primary,
1.04,36.529,-9.9,-9.81,2,PIRATA,28.016,Atlantic Ocean,primary,
1.04,35.992,-6,-6,5,EGEE-2,23.402,Atlantic Ocean,primary,
1.04,35.549,-6,-2.02,5,PIRATA24,27.66,Atlantic Ocean,primary,
1.04,36.038,-4.02,-17.78,5,PIRATA24,28.69,Atlantic Ocean,primary,
1.04,35.893,11.75,-57.71,5,Eurec4a,26.98,Atlantic Ocean,primary,
1.04,37.17,24.872,-27.041,3,ULTIM3,24,Atlantic Ocean,primary,
1.04,36.764,33.867,-10.683,6,COLIBRI,99.999,Atlantic Ocean,primary,
1.04,36.3,34.12,-28.91,4,Sarmien,17.88,Atlantic Ocean,primary,
1.05,36.55,-9.91,-10,1,EGEE-5,25.297,Atlantic Ocean,primary,
1.05,36,-8.11,-9.99,5,EGEE-5,26.34,Atlantic Ocean,primary,
1.05,36.519,-8.02,-12.55,5,PIRATA24,27.98,Atlantic Ocean,primary,
1.05,35.88,-8.01,-8.01,5,EGEE-5,25.87,Atlantic Ocean,primary,
1.05,35.529,5.983,-23,5,PIRATA31,27.886,Atlantic Ocean,primary,
1.05,35.82,7.011,-23,5,PIRATA31,27.25,Atlantic Ocean,primary,
1.05,36.4,32,-64,0,Epstein and Mayeda (1953,**,Atlantic Ocean,primary,
1.05,35.4,32,-64,18,Epstein and Mayeda (1953,**,Atlantic Ocean,primary,
1.05,36.65,34.97,-16.5,3,RaRaAvi,17.87,Atlantic Ocean,primary,
1.05,36.54,35.09,-12.9,3,RaRaAvi,16.99,Atlantic Ocean,primary,
1.06,36.505,-8.45,-33.3,10,CAPSANL,99.999,Atlantic Ocean,primary,
1.06,36.286,-7.98,-10,4,PIRATA25,28.07,Atlantic Ocean,primary,
1.06,36.53,-7.48,-32.28,8,SanLor,-99.999,Atlantic Ocean,primary,
1.06,36.268,-5.396,-35.112,2,TARA,27.54,Atlantic Ocean,primary,
1.06,34.846,0.02,-5.97,4,PIRATA25,29.41,Atlantic Ocean,primary,
1.06,35.631,0.026,-0.048,20.2,EGEE-2,99.999,Atlantic Ocean,primary,
1.06,35.742,10.12,-59.03,5,Eurec4a,27.31,Atlantic Ocean,primary,
1.06,36.174,10.8,-57.56,5,Eurec4a,27.34,Atlantic Ocean,primary,
1.06,36.156,12.2,-58.88,5,Eurec4a,27.11,Atlantic Ocean,primary,
1.06,36.37,39,-43.98,9,GEOSECS Ostlund et al (1,24.98,Atlantic Ocean,primary,
1.06,36.12,39.4,-31.78,3,RaRaAvi,20.17,Atlantic Ocean,primary,
1.07,36.94,-14.41,-19.04,3,ULTIM3,24.1,Atlantic Ocean,primary,
1.07,36.57,-12.008,-9.979,5,PIRATA31,26.3,Atlantic Ocean,primary,
1.07,36.554,-10.02,-8.02,4,PIRATA25,27.16,Atlantic Ocean,primary,
1.07,36.514,-9.99,-9.96,2,EGEE-3,26.1,Atlantic Ocean,primary,
1.07,36.414,-6.02,-15.17,5,PIRATA24,28.4,Atlantic Ocean,primary,
1.07,36.064,-6.001,-9.989,2,EGEE-3,27.38,Atlantic Ocean,primary,
1.07,36.8,-5.997,-25.844,3,ULTIM3,27.1,Atlantic Ocean,primary,
1.07,35.39,-1,0,5,EGEE-6,25.93,Atlantic Ocean,primary,
1.07,35.861,10.13,-57.5,3,Eurec4a,27.514,Atlantic Ocean,primary,
1.07,35.978,12.65,-41.5,6,COLIBRI,99.999,Atlantic Ocean,primary,
1.07,36.877,34.767,-9.55,6,COLIBRI,99.999,Atlantic Ocean,primary,
1.07,36.24,40.5,-61.78,1,Tan and Strain (1980/3/5,25.3,Atlantic Ocean,primary,
1.07,36.11,39.35,-31.2,3,RaRaAvi,18.73,Atlantic Ocean,primary,
1.07,36.079,40.827,-19.81,6,TOUCAN,-99.999,Atlantic Ocean,primary,
1.08,37.07,-21.01,-33,14,GEOSECS Ostlund et al (1,24.71,Atlantic Ocean,primary,
1.08,36.843,-16.006,-9.974,5,PIRATA31,25.4,Atlantic Ocean,primary,
1.08,36.83,-15.05,-29.52,8,GEOSECS Ostlund et al (1,26.32,Atlantic Ocean,primary,
1.08,36.62,-11.98,-27.98,7,GEOSECS Ostlund et al (1,26.03,Atlantic Ocean,primary,
1.08,36.262,-6.98,-10,4,PIRATA25,28.18,Atlantic Ocean,primary,
1.08,34.89,1,6.01,5,EGEE-6,26,Atlantic Ocean,primary,
1.08,34.91,3.975,1.533,5,EGEE-3,29,Atlantic Ocean,primary,
1.08,35.814,7.989,-23,5,PIRATA31,21.82,Atlantic Ocean,primary,
1.08,36.796,21.69,-29.51,10,CAPSANL,99.999,Atlantic Ocean,primary,
1.08,37.076,23.75,-30.483,6,COLIBRI,99.999,Atlantic Ocean,primary,
1.08,37.05,27,-23,0,Craig and Gordon (1965),**,Atlantic Ocean,primary,
1.08,36.97,28.02,-26,18,GEOSECS Ostlund et al (1,19.1,Atlantic Ocean,primary,
1.08,36.811,28.25,-13.483,10,CAPSANL,99.999,Atlantic Ocean,primary,
1.09,37.26,-18,-31.01,3,GEOSECS Ostlund et al (1,25.72,Atlantic Ocean,primary,
1.09,36.481,-9.9,-9.97,4,PIRATA25,27.22,Atlantic Ocean,primary,
1.09,36.06,-7.003,-9.998,5,EGEE-3,27.2,Atlantic Ocean,primary,
1.09,35.61,5.02,-0.23,5,EGEE-5,24.46,Atlantic Ocean,primary,
1.09,36.2,13.433,-43.55,6,COLIBRI,99.999,Atlantic Ocean,primary,
1.09,36.666,15.09,-42.09,6,TOUCAN,99.999,Atlantic Ocean,primary,
1.09,36.701,15.283,-38.533,6,COLIBRI,99.999,Atlantic Ocean,primary,
